video_name|index|start_frame|end_frame|start_sec|end_sec|target
1205821_1a1|26375|25860|26111|517.2|522.22|Die andere Hälfte musste dort bleiben, dadurch sollte die Frau auch wieder zu ihrem Mann zurückkehren.
1205821_1a1|26376|26110|26202|522.2|524.04|Wären beide gleichzeitig gekommen, hätten sie ja fliehen können.
1205821_1a1|26377|26311|26430|526.22|528.6|Meine Tante ist zum Beispiel geflohen.
1205821_1a1|26378|26429|26596|528.58|531.92|Sie kam wegen einer Geburtstagsfeier.
1205821_1a1|26379|26595|26714|531.9|534.28|Es waren sogar zwei Tanten, die uns besuchten.
1205821_1a1|26380|26879|27014|537.58|540.28|Die eine Tante hat vier Kinder und die zweite keine Kinder.
1205821_1a1|26381|27227|27462|544.54|549.24|Ich glaube, sie waren für eine Woche da. Danach wollte die eine hierbleiben.
1205821_1a1|26382|27462|27589|549.24|551.78|Dann stellte sich aber die Frage, was mit ihrem Mann sei.
1205821_1a1|26383|27664|27838|553.28|556.76|Sie meinte dann aber, dass sie unbedingt hier bleiben möchte. Sie wollte auf jeden Fall bleiben.
1205821_1a1|26384|27892|28126|557.84|562.52|Die eine Tante reiste wieder zurück und die andere blieb.
1205821_1a1|26385|28126|28248|562.52|564.96|Sie meinte, dass ihr Mann nachkommen soll.
1205821_1a1|26386|28468|28734|569.36|574.68|Es wurde auf den Mann eingeredet und es wurde verhandelt.
1205821_1a1|26387|28733|28821|574.66|576.42|Sogar Spione bespitzelten ihn.
1205821_1a1|26388|28820|29002|576.4|580.04|Wenn wir Briefe an ihn schickten, dann nicht direkt, sondern über Umwege über meine Tante.
1205821_1a1|26389|29002|29187|580.04|583.74|Die Tante, die in der DDR lebte, wurde von der Polizei nicht kontrolliert.
1205821_1a1|26390|29187|29323|583.74|586.46|Wäre der Brief direkt an ihn verschickt worden, hätte man ihn geöffnet.
1205821_1a1|26391|29322|29556|586.44|591.12|Dadurch dass die Tante innerhalb der DDR den Brief weiterverschickte, wurde er nicht kontrolliert.
1205821_1a1|26392|29556|29680|591.12|593.6|Und so schickten wir den Brief ihr und sie leitete ihn weiter.
1205821_1a1|26393|29680|29786|593.6|595.72|So nahm der Brief den Umweg.
1205821_1a1|26394|30348|30538|606.96|610.76|Doch er beharrte darauf, dass er zu seiner Frau will.
1205821_1a1|26395|30538|30632|610.76|612.64|Doch das ließ man nicht zu und man riet ihm sogar zur Scheidung.
1205821_1a1|26396|30962|31092|619.24|621.84|Die Stasi hat alles versucht und es war eine verstrickte Situation.
1205821_1a1|26397|31358|31731|627.16|634.62|Mein Onkel hatte schon alles vorbereitet, die ganzen Möbel und viele schöne Sachen gab er an seine Verwandten.
1205821_1a1|26398|31731|31880|634.62|637.6|Die Wohnung sah abscheulich und ganz einfach aus.
1205821_1a1|26399|31880|32006|637.6|640.12|Da standen nur noch ein kleiner Tisch und ein Bett. Es sah ganz einfach aus.
1205821_1a1|26400|32006|32086|640.12|641.72|Da war kein schönes Glas oder andere Sachen.
1205821_1a1|26401|32086|32186|641.72|643.72|Das hatte er alles seinen Verwandten gegeben.
1205821_1a1|26402|32489|32575|649.78|651.5|Es sah einfach nur schlimm aus und ganz einfach.
1205821_1a1|26403|32575|32723|651.5|654.46|Er hatte nur noch ganz wenige Sachen.
1205821_1a1|26404|32903|33112|658.06|662.24|Er wusste ja nicht, ob jemand von der Stasi kommt.
1205821_1a1|26405|33169|33341|663.38|666.82|Deshalb wollte er den schlechten Zustand und gab alle Sachen ab.
1205821_1a1|26406|33341|33427|666.82|668.54|Die heimlichen Briefe bekam er weiterhin.
1205821_1a1|26407|33475|33859|669.5|677.18|Das Ganze dauerte ein Jahr, ohne dass sie sich gesehen haben.
1205821_1a1|26408|33859|34243|677.18|684.86|Eines Tages, ganz plötzlich, kam es, dass er bei seiner Arbeit gesagt bekommen hat, dass er innerhalb von 24 Stunden in den Westen gehen könne.
1205821_1a1|26409|34932|35160|698.64|703.2|Aber er hatte ja schon alles vorbereitet und abgegeben.
1205821_1a1|26410|35391|35502|707.82|710.04|Weil sie nicht fliehen wollten.
1205821_1a1|26411|35557|35653|711.14|713.06|Ja, für seine Frau, die ja geflohen ist.
1205821_1a1|26412|35708|35936|714.16|718.72|Man sagte ihm also, dass er innerhalb von 24 Stunden raus kann.
1205821_1a1|26413|36229|36328|724.58|726.56|Dann musste er seine Papiere vorzeigen und er wurde durchgelassen.
1205821_1a1|26414|36328|36467|726.56|729.34|So kam er hierher und jetzt wohnt er hier.
1205821_1a1|26415|36774|36865|735.48|737.3|Sie gaben dann einfach auf.
1205821_1a1|26416|37047|37101|740.94|742.02|Aber er ist hartnäckig geblieben.
1205821_1a1|26417|37175|37270|743.5|745.4|Das Einreden mit der Scheidung hat nichts gebracht. Er wollte zu seiner Frau.
1205821_1a1|26418|37270|37394|745.4|747.88|Sie haben ihm sogar im Falle einer Scheidung versprochen, dass er Orden und Beförderungen bekommen würde.
1205821_1a1|26419|37668|37864|753.36|757.28|Das war anscheinend sehr hart.
1205821_1a1|26420|38382|38663|767.64|773.26|Es ist auch nicht so, dass jeder die Möglichkeit hatte.
1205821_1a1|26421|38758|38896|775.16|777.92|Er hätte fast aufgeben, hat es dann aber doch geschafft.
1205821_1a1|26422|38896|39114|777.92|782.28|So kam er hierher und ist bis jetzt noch hier.
1205821_1a1|26423|39433|39607|788.66|792.14|Für das restliche Leben war es ihm untersagt.
1205821_1a1|26424|39607|39763|792.14|795.26|Er dachte natürlich auch an seine dortigen Verwandten.
1205821_1a1|26425|39848|40054|796.96|801.08|Die ganzen persönlichen Sachen hatte er heimlich seinen Verwandten gegeben.
1205821_1a1|26426|40054|40262|801.08|805.24|Stück für Stück wurden die Sachen rüber geschafft.
1205821_1a1|26427|40262|40434|805.24|808.68|Es war ein Teil der Sachen, den Großteil kaufte er sich neu.
1205821_1a1|26428|40434|40532|808.68|810.64|Der Sohn blieb aber im Osten.
1205821_1a1|26429|41138|41304|822.76|826.08|Ich denke, dass das mit der Zeit langsam verschwindet.
1205821_1b1|26430|366|542|7.32|10.84|Wollen wir etwas Privates oder ein vorgegebenes Thema nehmen?
1205821_1b1|26431|716|788|14.32|15.76|Habe ich gar nicht dran gedacht.
1205821_1b1|26432|1691|1820|33.82|36.4|Vielleicht ist es besser, wenn die Themen von alleine kommen.
1205821_1b1|26433|1819|1996|36.38|39.92|Aber das Thema Mauer ist bestimmt auch interessant.
1205821_1b1|26434|2032|2181|40.64|43.62|Gut. Das war ja spannend über die Hintergründe von der Mauer zu erfahren.
1205821_1b1|26435|2531|2745|50.62|54.9|Ach, deshalb. Stimmt. Ich habe dort keine Verwandte.
1205821_1b1|26436|2745|2849|54.9|56.98|Du warst natürlich froh, dass nach dem Mauerfall alle rüber konnten.
1205821_1b1|26437|2849|2949|56.98|58.98|Und die Familie wieder vereint war.
1205821_1b1|26438|3547|3776|70.94|75.52|Im Westen auch.
1205821_1b1|26439|3776|3836|75.52|76.72|Im Westen auch.
1205821_1b1|26440|3836|3915|76.72|78.3|Es sind schon mehr die Leute aus der DDR.
1205821_1b1|26441|3915|4035|78.3|80.7|Für viele war es einfach ein Schock.
1205821_1b1|26442|4035|4314|80.7|86.28|Danach kam ein großes Loch, weil alle weg gegangen sind und viele arbeitslos wurden.
1205821_1b1|26443|4695|4816|93.9|96.32|Das wird jetzt weniger, weil das Niveau vom Osten an den Westen fast angeglichen ist.
1205821_1b1|26444|4816|4893|96.32|97.86|Da wurde viel Aufbauhilfe geleistet.
1205821_1b1|26445|4893|4960|97.86|99.2|Stimmt, man musste viel bezahlen.
1205821_1b1|26446|4960|5092|99.2|101.84|Im Westen wurde dann auch die Arbeitslosigkeit immer größer.
1205821_1b1|26447|5092|5221|101.84|104.42|Das war früher nicht so.
1205821_1b1|26448|5572|5645|111.44|112.9|Das ist ein weltweites Problem.
1205821_1b1|26449|5645|5727|112.9|114.54|Das ist möglich.
1205821_1b1|26450|7463|7607|149.26|152.14|Da wurde ja auch mal etwas bei „Sehen statt Hören“ gezeigt.
1205821_1b1|26451|7606|7852|152.12|157.04|Das war eine interessante Geschichte, wo sie dann später/
1205821_1b1|26452|11580|11671|231.6|233.42|Die Mauer stand da noch nicht?
1205821_1b1|26453|12180|12302|243.6|246.04|Keiner wusste ja, dass auf einmal die Mauer stehen würde.
1205821_1b1|26454|12346|12462|246.92|249.24|Das kam von heute auf morgen.
1205821_1b1|26455|13305|13410|266.1|268.2|Dann war es ein Schauspiel.
1205821_1b1|26456|16636|16744|332.72|334.88|Aber die Wirtschaft war schlecht.
1205821_1b1|26457|16744|16996|334.88|339.92|Es war ja die Marktwirtschaft, also eine andere.
1205821_1b1|26458|17776|17974|355.52|359.48|Wurden die Häuser auch nicht renoviert?
1205821_1b1|26459|19723|19956|394.46|399.12|Als die Mauer stand, bin ich einmal nach Berlin gefahren.
1205821_1b1|26460|19956|20058|399.12|401.16|An der Mauer standen Kontrollposten.
1205821_1b1|26461|20663|20850|413.26|417.0|Bezahlen musste man doch auch?
1205821_1b1|26462|20850|20894|417.0|417.88|Das habe ich vergessen.
1205821_1b1|26463|20894|21001|417.88|420.02|Auf jeden Fall wurde ich begleitet.
1205821_1b1|26464|21001|21312|420.02|426.24|An dem Tag gab es auch eine besondere Veranstaltung im Ost-Berliner Gehörlosenzentrum.
1205821_1b1|26465|21312|21401|426.24|428.02|Da gab es eine Zauberei.
1205821_1b1|26466|21401|21732|428.02|434.64|Mich hat total verwirrt, dass dort alle das Gleiche gegessen haben und alle gleich waren.
1205821_1b1|26467|21732|21787|434.64|435.74|Das war eine ganz enge Gemeinschaft.
1205821_1b1|26468|22007|22347|440.14|446.94|Wir haben bis zum Abend gefeiert und mussten dann aber wieder schnell los, weil wir pünktlich am Zoll sein mussten.
1205821_1b1|26469|22347|22425|446.94|448.5|Wären wir zu spät gekommen, hätte es eine Verwarnung gegeben.
1205821_1b1|26470|22425|22524|448.5|450.48|Was gab es dann nochmal?
1205821_1b1|26471|22524|22753|450.48|455.06|Man musste ja die Besuchszeit einhalten und schnell wieder zurück zum Zoll.
1205821_1b1|26472|22753|22867|455.06|457.34|Dann wurden alle Papiere und das Visum kontrolliert und man konnte wieder zurück.
1205821_1b1|26473|22867|22907|457.34|458.14|Daran kann ich mich noch erinnern.
1205821_1b1|26474|22907|23077|458.14|461.54|Auch an die U-Bahn, die vom Westen durch den Osten fuhr.
1205821_1b1|26475|23077|23296|461.54|465.92|Während der Fahrt konnte man erkennen, wo die Grenze war.
1205821_1b1|26476|23441|23578|468.82|471.56|An die alte Zeit kann ich mich noch erinnern.
1205821_1b1|26477|23578|23710|471.56|474.2|Es war eine schöne Zeit, aber auch grausam.
1205821_1b1|26478|24898|25263|497.96|505.26|Aber das war immerhin sehr sozial, dass man den Familien die Freiheit gewährt hat.
1205821_1b1|26479|29760|29930|595.2|598.6|Das heißt also, wer schon geflohen ist, wurde stark ins Visier genommen?
1205821_1b1|26480|29929|29988|598.58|599.76|War das so?
1205821_1b1|26481|32823|32924|656.46|658.48|Hatte er sich innerlich vielleicht schon vorbereitet?
1205821_1b1|26482|35495|35659|709.9|713.18|Für die, die schon geflohen sind, war die weitere Verfolgung ja grausam.
1205821_1b1|26483|36481|36724|729.62|734.48|Wie kam es zu diesem Umdenken, dass er so plötzlich innerhalb von 24 Stunden doch weg konnte?
1205821_1b1|26484|36724|36833|734.48|736.66|Weil er so hartnäckig war und in den Westen wollte?
1205821_1b1|26485|36865|36947|737.3|738.94|Sie haben aufgegeben.
1205821_1b1|26486|37864|37994|757.28|759.88|Aber das ist besser, als wäre er über die Mauer geflohen.
1205821_1b1|26487|37994|38095|759.88|761.9|Dann hätten sie ihn überraschen und auf ihn schießen können und er wäre gestorben.
1205821_1b1|26488|38095|38190|761.9|763.8|So wäre das Risiko größer gewesen.
1205821_1b1|26489|38216|38333|764.32|766.66|So war der Antrag und das lange Bohren besser.
1205821_1b1|26490|40857|40946|817.14|818.92|Wenn ich mir das so vorstelle, dann war es doch besser, dass die Mauer gefallen ist.
1205821_1b1|26491|40946|41093|818.92|821.86|Es ist doch schön, dass du und ich jetzt in ein und dem selben Deutschland leben.
1205821_1b1|26492|41316|41745|826.32|834.9|Als ich damals die Gehörlosenschule in Laim besuchte, ließ man immer zum Sommerfest Luftballons mit Namensschildern steigen.
1205821_1b1|26493|41745|41894|834.9|837.88|Mein Luftballon flog zufälligerweise bis Leipzig.
1205821_1b1|26494|41894|41984|837.88|839.68|Dort fiel er auf ein Feld und ein Bauer, der mit dem Traktor fuhr/
1205821_1b1|26495|41984|42117|839.68|842.34|Zu der Zeit stand noch die Mauer, als ich die Schule besuchte.
1205821_1b1|26496|42117|42275|842.34|845.5|Der Bauer war mit seinem Traktor unterwegs und fand den Zettel.
1205821_1b1|26497|42275|42443|845.5|848.86|Er antwortete spontan und schickte es an die Gehörlosenschule.
1205821_1b1|26498|42656|42739|853.12|854.78|Aber es gab kein Geschenk.
1205821_1b1|26499|42780|43116|855.6|862.32|Ich schrieb ihm zurück und so entstand der Kontakt, denn er bekam meinen Brief und freute sich sehr darüber.
1205821_1b1|26500|43116|43401|862.32|868.02|Dann antwortete er, aber – wie soll ich sagen – er bettelte ein wenig.
1205821_1b1|26501|43401|43689|868.02|873.78|Er freute sich ja darüber, dass er den Zettel fand und so West-Kontakt hatte.
1205821_1b1|26502|43689|43857|873.78|877.14|Er bat darum, dass ich etwas spenden sollte.
1205821_1b1|26503|43857|43927|877.14|878.54|Das tat ich dann auch.
1205821_1b1|26504|43927|44172|878.54|883.44|Immer an seinem Geburtstag oder an Weihnachten schickte ich ihm ein Geschenk, also etwas zu Essen oder einen Kuchen.
1205821_1b1|26505|44513|44717|890.26|894.34|Der Kontakt hielt über zehn Jahre, bis die Mauer fiel.
1205821_1b1|26506|44717|44841|894.34|896.82|Ich hätte ihn gerne einmal persönlich getroffen, aber daraus wurde nichts.
1205821_1b1|26507|44841|44950|896.82|899.0|Nach dem Mauerfall war der Kontakt auf einmal weg.
1205821_1b1|26508|44950|45069|899.0|901.38|Warum, weiß ich nicht.
1205821_1b1|26509|45069|45134|901.38|902.68|Und jetzt ist er frei.
1419130_1b1|26510|0|72|0.0|1.44|Also gut.
1419130_1b1|26511|72|181|1.44|3.62|Die Katze ist ziemlich in Rage.
1419130_1b1|26512|181|284|3.62|5.68|Also zeichnet sie zu Hause komplizierte Zeichnungen.
1419130_1b1|26513|591|666|11.82|13.32|Als sie damit fertig ist, nimmt sie ein Seil.
1419130_1b1|26514|666|784|13.32|15.68|Sie hält sich daran fest und schwingt hinüber zum anderen Haus.
1419130_1b1|26515|1076|1288|21.52|25.76|Ihr Blick fällt auf diese Leitungen, die über der Straße verlaufen.
1419130_1b1|26516|1288|1340|25.76|26.8|Die sind für die Straßenbahn.
1419130_1b1|26517|1489|1664|29.78|33.28|Oben balanciert sie auf der Leitung.
1419130_1b1|26518|1764|1802|35.28|36.04|Da kommt eine Straßenbahn von der Seite!
1419130_1b1|26519|1802|1870|36.04|37.4|Das Rad vom Stromabnehmer kommt immer näher und sie versucht ihm zu entkommen.
1419130_1b1|26520|2440|2656|48.8|53.12|Die Oma hupt laut, während oben die Katze immer weiterläuft und langsam verschwindet.
1419130_1b1|26521|2656|2702|53.12|54.04|Ende der Geschichte.
1584198_1a1|26522|2520|2662|50.4|53.24|Eltern sagen oft, die Lehrer seien faul.
1584198_1a1|26523|2924|3201|58.48|64.02|Wenn das Kind besser wird, sollte den Eltern Bescheid gegeben werden, damit sie aufschließen können und das Kind parallel gefördert wird.
1584198_1a1|26524|7001|7060|140.02|141.2|Aber das ist auch abhängig vom Lehrer.
1584198_1a1|26525|7059|7241|141.18|144.82|Was der macht, ob der gut unterrichtet oder nicht.
1584198_1a1|26526|8412|8606|168.24|172.12|Ich arbeite mit einem Kind, das ist jetzt in der vierten Klasse.
1584198_1a1|26527|8606|8735|172.12|174.7|Das ist ganz schön schlau und kann einen Satz nach dem nächsten lesen.
1584198_1a1|26528|8735|8881|174.7|177.62|Ich dachte: „Moment mal, ich will mal was rausfinden.“
1584198_1a1|26529|8881|9093|177.62|181.86|Sie sollte sich die Hausaufgaben durchlesen und hat das auch gemacht.
1584198_1a1|26530|9093|9241|181.86|184.82|Sie hat still gelesen und auswendig gelernt, was sie dort gelesen hat.
1584198_1a1|26531|9515|9772|190.3|195.44|Da habe ich erkannt, das sich die Lehrer nur anhören, ob das Kind richtig spricht.
1584198_1a1|26532|9772|9906|195.44|198.12|Es ist dann unwichtig, ob sie den Inhalt verstanden hat.
1584198_1a1|26533|9906|10053|198.12|201.06|Da habe ich mich ganz schön mit dem Lehrer gestritten.
1584198_1a1|26534|10053|10191|201.06|203.82|Er hat das abgestritten, aber ich hab‘ das angezweifelt und wir haben uns gestritten.
1584198_1a1|26535|11884|12064|237.68|241.28|Ich musste nur 1:30 Minuten lang schauen und ich dachte du auch.
1584198_1a1|26536|12064|12153|241.28|243.06|Aber du hattest sechs Minuten, das war so lang!
1584198_1a1|26537|17276|17501|345.52|350.02|Mein Arbeitskollege, mit dem ich zusammen arbeite und mit dem ich mich gut verstehe, konnte gar nicht gebärden.
1584198_1a1|26538|17501|17568|350.02|351.36|Ich habe ihm das beigebracht.
1584198_1a1|26539|17568|17735|351.36|354.7|Dafür hat er mir Deutsch beigebracht, schönere Formulierungen.
1584198_1a1|26540|17803|17884|356.06|357.68|Bei Sätzen, bei denen ich mir nicht sicher war, hat er mich ein wenig korrigiert.
1584198_1a1|26541|17884|18092|357.68|361.84|Ich habe eigentlich kein Problem mit Sätzen, aber ich mache „der“ oder „das“ falsch oder „die“.
1584198_1a1|26542|18092|18166|361.84|363.32|Woher soll ich das können, ich bin gehörlos.
1584198_1a1|26543|18166|18213|363.32|364.26|Ich habe ihn dann gefragt, wie er das macht.
1584198_1a1|26544|18408|18756|368.16|375.12|Ich muss immer überlegen, ob „der Auto“ passt oder „das Auto“.
1584198_1a1|26545|18756|18876|375.12|377.52|Er kann das ohne zu überlegen einfach aufschreiben.
1584198_1a1|26546|18876|18987|377.52|379.74|Das finde ich unglaublich von ihm.
1584198_1a1|26547|18987|19100|379.74|382.0|Aber umgekehrt geht es ihm auch so, wenn ich einfach losgebärde.
1584198_1a1|26548|19100|19167|382.0|383.34|Das findet er unglaublich.
1584198_1a1|26549|19252|19569|385.04|391.38|Schreiben ist wichtig, und wenn man das mit den Eltern bespricht, wird auch schriftlich kommuniziert.
1584198_1a1|26550|19588|19664|391.76|393.28|Das ist nicht schlimm, das ist ganz normal.
1584198_1a1|26551|19664|19874|393.28|397.48|Schreiben geht eigentlich, aber die Eltern sind auch oft nicht besser, sondern sehr schlecht.
1584198_1a1|26552|21887|22095|437.74|441.9|Erziehung endet nie, das geht immer weiter.
1584198_1a1|26553|23155|23511|463.1|470.22|Ich muss meinen Sohn auch mehr als einmal ermahnen, weil er dasselbe immer wieder macht.
1584198_1a1|26554|23598|23658|471.96|473.16|Es gibt Eltern, die können das nicht.
1584198_1a1|26555|23658|23752|473.16|475.04|Die rasten sofort aus und schlagen ihre Kinder.
1584198_1a1|26556|23752|23818|475.04|476.36|Das will ich nicht, das finde ich nicht schön.
1584198_1a1|26557|23818|23973|476.36|479.46|Ich ermahne ihn einfach geduldig, immer wieder, bis ich Erfolg habe.
1584198_1a1|26558|26536|26933|530.72|538.66|Beim Arbeitsamt wird geprüft, welchen Wunschberuf sie haben und Tests gemacht. Der Person wird dann gesagt, dass er das nicht schafft.
1584198_1a1|26559|26933|26989|538.66|539.78|Das macht mich total wütend.
1584198_1a1|26560|26989|27077|539.78|541.54|Das „Du schaffst das nicht, nein“.
1584198_1a1|26561|27077|27207|541.54|544.14|Und da bekommt man einen einfachen Beruf, der leichter ist.
1584198_1a1|26562|30179|30292|603.58|605.84|Wo, in Bautzen, Bautzen?
1584198_1a1|26563|30313|30436|606.26|608.72|Asus, ja, Asus kenne ich.
1584198_1a1|26564|31277|31511|625.54|630.22|Aber dann haben sie immer mehr Aufträge bekommen, sodass sie in zwei oder drei Schichten arbeiten.
1584198_1a1|26565|31511|31608|630.22|632.16|Das wird immer mehr, die Wirtschaft wächst.
1584198_1a1|26566|34056|34230|681.12|684.6|In dem Zusammenhang habe ich mich mit dem Integrationsamt angelegt.
1584198_1a1|26567|34230|34427|684.6|688.54|Die hatten das noch nie gehört.
1584198_1a1|26568|34427|34717|688.54|694.34|Ich habe keine Maschinen am Arbeitsplatz und beantragt, dass ich einen Dolmetscher bekomme und sie die Kosten übernehmen.
1584198_1a1|26569|34717|34933|694.34|698.66|Das haben sie abgelehnt, weil in den Richtlinien nur steht, dass es um Maschinen geht.
1584198_1a1|26570|34933|34978|698.66|699.56|Ich habe dagegen protestiert.
1584198_1a1|26571|35503|35668|710.06|713.36|Das stimmt, meinte er, da hatte er noch nicht drüber nachgedacht, weil es das erste Mal so einen Antrag gab.
1584198_1a1|26572|35668|35763|713.36|715.26|Dem Antrag wurde zugestimmt.
1584198_1a1|26573|35763|35994|715.26|719.88|Das war 2007 oder 2006, spät, ja.
1584198_1a1|26574|36108|36294|722.16|725.88|Ja, für Maschinen auch, aber nicht für Gehörlose.
1584198_1a1|26575|36361|36448|727.22|728.96|Nein, keine Assistenz.
1584198_1a1|26576|36448|36737|728.96|734.74|Das Integrationsamt zahlt Dolmetscher, zum Beispiel bei Elternversammlungen oder bei Teambesprechungen.
1584198_1a1|26577|36737|36882|734.74|737.64|Die bezahlt das Integrationsamt.
1584198_1a1|26578|37023|37078|740.46|741.56|Die bezahlt das Integrationsamt?
1584198_1a1|26579|37696|37842|753.92|756.84|Maschinen sind teuer, und ich bekomme nichts.
1584198_1a1|26580|37842|37924|756.84|758.48|Dabei ginge es in beiden Fällen um den Arbeitsplatz.
1584198_1a1|26581|37924|38033|758.48|760.66|Ist doch egal, was man arbeitet, ich würde Dolmetscher wollen.
1584198_1a1|26582|38033|38249|760.66|764.98|Da waren sie erst mal irritiert und meinten, das wäre ein neuer Fall und mussten den Chef fragen.
1584198_1a1|26583|38249|38379|764.98|767.58|Ich hatte Erfolg, bis heute werden die Dolmetscher bezahlt.
1584198_1a1|26584|38776|38926|775.52|778.52|Ja, ich war der erste Fall, der Einzige.
1584198_1a1|26585|38995|39114|779.9|782.28|Doch, es gibt schon welche, aber die Bezahlung läuft da wohl anders.
1584198_1a1|26586|39114|39278|782.28|785.56|Bei den einen kann die Firma das bezahlen, bei anderen läuft das anders.
1584198_1a1|26587|43663|43998|873.26|879.96|Mein erster Sohn #ist X Jahre alt, aber ich bin von meiner ersten Frau getrennt.
1584198_1a1|26588|43998|44207|879.96|884.14|Ich habe eine neue Frau, die gerade ein Kind bekommen hat, das ist schön.
1584198_1a1|26589|44207|44505|884.14|890.1|Normalerweise wohnt der Sohn bei seiner Mama, aber er ist bei uns, das ist mein Recht.
1584198_1a1|26590|44505|44641|890.1|892.82|Wir wohnen …, das ist eine lange Geschichte, aber egal.
1584198_1a1|26591|44641|45026|892.82|900.52|Also früher war sie in der Schule in Güstrow, dann ist sie in die Nähe von Frankfurt, im Westen, gezogen.
1584198_1a1|26592|45026|45312|900.52|906.24|Ich habe sie über den Computer kennengelernt, mit WKW, weißt du?
1584198_1a1|26593|45312|45462|906.24|909.24|Wir haben uns unterhalten und festgestellt, dass wir uns schon aus der Berufsschule, die ich damals zum Schlosser gemacht habe, kannten.
1584198_1a1|26594|45836|46057|916.72|921.14|Wir sind also getrennte Wege gegangen, und ich bin mit der Anderen zusammengekommen.
1584198_1a1|26595|46057|46268|921.14|925.36|Sie ist vor kurzem zu mir nach Halberstadt gezogen.
1584198_1a1|26596|46268|46460|925.36|929.2|Jetzt sucht sie Arbeit, aber das ist sehr schwer.
1584198_1a1|26597|46460|46742|929.2|934.84|Sie arbeitet als Zahntechnikerin und hat auch gesucht.
1584198_1a1|26598|46793|46992|935.86|939.84|Bei einer Bewerbung wurde geantwortet: „Nie wieder stelle ich Gehörlose ein. Nie wieder!“.
1584198_1a1|26599|46992|47217|939.84|944.34|Die Person, die dort eingestellt wurde, hat wohl sehr schlecht gearbeitet, falsch gearbeitet.
1584198_1a1|26600|47217|47372|944.34|947.44|Daher meinten die dort, wenn das nächste Mal jemand Gehörloses kommt, um zu arbeiten: „Nie wieder!“
1584198_1a1|26601|47372|47790|947.44|955.8|Ich habe dagegen protestiert und gesagt, dass es bei Hörenden genau so ist und dass man Gehörlose nicht einfach so abstempeln darf mit „Nie wieder“.
1584198_1b1|26602|0|101|0.0|2.02|Du hast ja ein CI und musstest daher viele Erfahrungen mit Ärzten machen.
1584198_1b1|26603|101|283|2.02|5.66|Das kann ich verstehen. Ich selbst bin ja auch Elternsprecher gewesen und einige Gespräche haben mich berührt.
1584198_1b1|26604|283|627|5.66|12.54|Zum Beispiel gibt es da eine Mutter, sie ist Vorsitzende der Elternsprecher, ich bin der Elternsprecher der Klasse meines Sohnes.
1584198_1b1|26605|627|806|12.54|16.12|Sie selbst hat eine Tochter, über die gesagt wird, sie sei lernbehindert.
1584198_1b1|26606|806|999|16.12|19.98|Sie war sehr lieb und aktiv, aber gebärden konnte sie nicht.
1584198_1b1|26607|999|1218|19.98|24.36|Die Mutter hat versucht, an einem Gebärdenkurs teilzunehmen.
1584198_1b1|26608|1218|1314|24.36|26.28|Die Tochter hat langsam gebärden gelernt.
1584198_1b1|26609|1314|1515|26.28|30.3|Heute ist die Tochter ganz normal, sie geht auf eine Hauptschule, sie ist nicht lernbehindert, im Gegenteil.
1584198_1b1|26610|1718|1821|34.36|36.42|Aber das darf nicht in der Schule aufhören. Die Eltern dürfen sich nicht aus der Verantwortung ziehen.
1584198_1b1|26611|1821|1997|36.42|39.94|Nein, die Eltern müssen auch selbst gebärden, die Sprache gehörloser Menschen lernen. LBG, also Gebärden zur Lautsprache, ist auch schon gut.
1584198_1b1|26612|1997|2230|39.94|44.6|Wenn sie DGS nicht schaffen, sich ständig vergebärden, können sie ja Sätze in Lautsprache machen und dazu gebärden.
1584198_1b1|26613|2230|2314|44.6|46.28|Dann können die Kinder trotzdem viel aufnehmen, das wäre gut.
1584198_1b1|26614|2314|2350|46.28|47.0|Aber die machen das alle nicht.
1584198_1b1|26615|2350|2465|47.0|49.3|Stattdessen schimpfen sie mit den Kindern, weil die faul seien.
1584198_1b1|26616|2465|2595|49.3|51.9|Die Kinder sitzen da und sind völlig hilflos.
1584198_1b1|26617|3143|3265|62.86|65.3|Ja, stimmt, man muss nach Motivation suchen, zum Beispiel es parallel zu machen.
1584198_1b1|26618|3631|3708|72.62|74.16|Die Schule muss nicht alles machen.
1584198_1b1|26619|3708|3848|74.16|76.96|Sie kann bei bestimmten Schwierigkeiten die Eltern unterstützen.
1584198_1b1|26620|3939|4039|78.78|80.78|Meine beiden Kinder habe ich auch bei den Hausaufgaben gefördert.
1584198_1b1|26621|4038|4209|80.76|84.18|Ich habe sie aufgefordert, die Hausaufgaben zu machen, doch dann hatten sie keine Lust mehr, und ich habe sie eine kleine Pause machen lassen.
1584198_1b1|26622|4209|4404|84.18|88.08|Das jüngere Kind hat das manchmal nicht so ernstgenommen, der Unterschied zwischen den beiden war schon zu sehen.
1584198_1b1|26623|4404|4473|88.08|89.46|Der Ältere ist ein Junge, die Jüngere ein Mädel.
1584198_1b1|26624|4473|4615|89.46|92.3|Das Mädel braucht immer etwas Druck. Der Junge hat besser gelernt.
1584198_1b1|26625|5010|5139|100.2|102.78|Die waren die einzigen Gehörlosen in der Klasse, die Anderen waren schwerhörig.
1584198_1b1|26626|5139|5299|102.78|105.98|Alle anderen in der Klasse hatten Probleme damit, die Lerninhalte aufzunehmen, es klappte nicht, und der Lehrer fand das nicht gut.
1584198_1b1|26627|5299|5429|105.98|108.58|Mein Sohn hat zwei Klassen übersprungen.
